animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,decision
1,25,12,1,0,0,0,1
0,16,8,0,0,0,0,1
2,49,61,1,1,0,0,2
1,24,86,0,2,0,0,2
0,28,69,0,1,1,1,2
1,13,3,1,2,1,1,2
0,71,75,1,1,0,0,2
1,84,19,0,2,1,0,2
1,95,68,1,2,1,0,2
0,52,78,0,2,0,0,2
1,45,56,0,0,0,0,1
1,12,22,0,2,1,1,2
0,78,92,0,0,1,0,1
1,6,90,1,1,1,1,2
1,66,10,0,1,1,0,2
0,25,48,1,0,0,0,3
2,12,84,1,0,1,1,0
1,93,73,1,2,0,1,2
1,49,35,1,2,0,1,2
2,82,79,1,2,1,0,2
2,24,30,1,0,0,0,1
0,26,47,1,1,1,1,2
0,59,7,1,0,0,0,1
0,91,96,1,1,1,1,2
1,74,40,1,1,1,0,2
2,33,10,0,2,0,0,2
2,27,21,0,0,1,1,1
0,96,91,0,0,1,1,1
0,4,56,0,1,0,0,2
2,76,100,1,0,1,0,3
2,9,29,0,0,1,1,1
1,69,7,1,1,1,1,2
2,14,94,0,2,1,0,2
0,33,68,0,2,0,1,2
2,29,59,0,0,1,0,0
0,1,62,1,1,0,1,4
0,68,64,0,2,1,0,2
1,67,70,0,0,1,0,1
2,30,93,1,0,1,1,3
2,13,26,0,0,1,0,1
1,75,52,1,0,1,0,3
2,100,17,0,2,0,1,2
0,4,44,0,0,1,1,1
1,28,85,1,1,1,1,2
1,45,4,0,1,1,1,2
2,48,69,1,1,1,1,2
0,92,15,0,1,1,1,2
2,19,44,1,2,0,1,2
0,34,78,1,1,0,1,2
1,73,33,0,1,0,0,2
0,41,98,0,0,0,1,1
2,62,6,0,2,1,0,2
0,0,44,1,2,0,0,4
1,57,86,0,1,1,0,2
2,11,27,0,2,1,1,2
1,83,100,1,0,1,0,3
0,16,85,0,1,0,1,2
2,67,69,0,2,0,0,2
1,38,66,0,1,1,0,2
2,4,87,0,2,1,1,2
2,21,62,0,1,0,1,2
0,48,65,1,2,1,1,2
2,97,12,1,1,0,1,2
1,13,74,0,2,0,1,2
2,98,76,1,0,1,0,3
0,56,46,0,2,1,0,2
1,69,8,1,1,0,1,2
0,52,43,0,2,0,1,2
0,18,72,0,2,1,1,2
1,47,36,0,2,0,1,2
1,46,28,1,2,0,0,2
0,15,47,0,2,1,0,2
1,4,92,0,1,1,1,2
2,44,77,0,2,0,1,2
2,69,84,1,2,0,1,2
2,88,56,0,2,1,1,2
2,78,64,1,2,0,0,2
2,30,39,1,0,1,0,1
1,83,97,0,0,1,0,1
0,77,85,0,0,1,0,1
1,42,10,0,2,1,0,2
2,18,16,0,2,0,0,2
0,31,78,1,2,1,0,2
0,9,63,1,1,0,1,2
2,69,33,0,0,1,1,5
0,74,37,0,2,0,0,2
2,98,59,0,0,1,1,5
1,61,48,0,2,0,0,2
0,72,51,1,2,1,1,2
2,17,69,1,0,0,1,0
0,92,54,1,1,1,0,2
0,16,91,0,2,0,1,2
0,32,18,0,2,1,0,2
0,7,59,1,1,0,0,2
1,78,8,0,1,1,0,2
0,96,35,0,1,0,1,2
2,69,16,0,2,1,0,2
0,69,4,0,2,1,0,2
0,22,61,0,1,1,1,2
0,25,80,0,2,0,1,2
1,43,40,0,0,1,1,5
2,31,36,0,0,0,0,1
1,74,46,0,1,0,1,2
0,4,4,0,2,0,1,2
0,91,33,1,2,1,0,2
0,35,47,1,1,0,0,2
1,2,43,0,0,0,1,4
2,68,23,1,2,1,1,2
1,34,26,0,2,0,1,2
1,70,43,0,1,0,1,2
1,4,80,1,2,1,1,2
0,34,69,1,2,1,0,2
0,82,38,0,2,1,1,2
0,38,88,0,0,1,1,1
2,56,45,0,2,1,0,2
1,89,20,1,1,0,0,2
2,38,7,0,1,0,0,2
2,52,47,1,0,0,1,3
2,26,10,1,2,0,0,2
2,35,38,1,0,0,0,1
2,25,89,1,2,1,0,2
0,10,46,1,0,0,1,3
2,47,60,0,1,1,1,2
0,14,33,0,1,0,1,2
1,47,20,1,1,0,0,2
2,50,60,1,2,0,1,2
2,86,89,1,0,0,0,3
1,27,63,1,0,0,0,0
0,60,100,0,2,1,1,2
1,87,26,1,1,0,1,2
1,2,56,1,2,1,1,4
1,59,20,1,2,0,1,2
2,98,93,0,2,0,1,2
2,51,8,0,2,1,1,2
1,6,26,1,0,1,0,1
1,53,55,1,0,0,0,3
1,66,85,0,2,0,1,2
1,99,64,0,2,1,1,2
2,85,7,1,2,1,0,2
0,10,36,1,2,1,0,2
2,100,29,1,2,0,1,2
0,72,35,0,0,1,1,5
0,4,12,0,0,1,1,1
1,86,80,0,0,0,1,1
2,60,68,0,2,0,1,2
1,57,22,0,0,1,0,1
2,8,98,0,2,0,0,2
1,67,13,0,1,1,0,2
2,16,17,1,1,1,1,2
0,72,9,1,1,1,1,2
0,62,35,1,0,1,1,5
1,22,52,1,2,1,0,2
1,72,44,1,1,1,0,2
1,39,0,1,2,0,0,2
0,25,24,0,1,1,1,2
1,33,79,1,0,0,1,3
2,69,25,0,2,0,1,2
1,91,41,0,1,0,1,2
2,40,84,0,1,1,1,2
0,3,25,0,0,0,1,1
2,75,61,0,0,1,1,1
0,93,74,0,2,1,0,2
2,71,83,0,0,0,1,1
2,24,19,0,0,0,1,1
2,78,68,0,0,1,1,1
1,71,55,0,0,0,1,1
0,66,36,1,1,0,1,2
1,82,31,1,0,1,1,5
0,52,63,1,1,1,1,2
0,2,42,1,2,0,0,4
1,72,29,0,1,0,1,2
2,64,23,1,2,1,1,2
0,98,60,0,1,1,1,2
2,57,21,0,2,1,0,2
2,42,86,1,0,1,0,3
1,17,94,1,2,0,1,2
2,38,100,0,1,1,0,2
1,97,13,1,1,0,1,2
1,32,63,0,0,0,0,1
1,21,59,0,1,1,0,2
0,68,57,0,1,0,0,2
2,64,98,1,2,1,1,2
0,6,17,0,2,1,0,2
2,46,4,1,2,1,1,2
2,74,72,1,0,1,0,3
0,81,55,0,0,0,0,1
1,100,21,0,0,0,0,1
0,18,83,0,2,1,1,2
2,61,40,0,1,0,1,2
1,56,1,1,0,1,1,5
1,52,34,0,2,0,0,2
0,97,49,0,1,1,0,2
2,15,1,0,2,0,1,2
2,62,68,0,0,0,1,1
1,100,2,0,1,1,0,2
2,35,56,0,1,1,1,2
0,73,52,1,2,0,1,2
1,35,19,0,0,1,0,1
1,84,60,1,1,0,1,2
1,89,5,0,1,1,0,2
2,22,45,0,0,1,1,1
1,80,23,0,2,0,0,2
0,32,47,0,0,0,0,1
2,80,74,0,2,1,0,2
0,94,63,1,2,1,1,2
0,79,74,1,0,1,0,3
2,8,90,1,2,0,1,2
1,58,3,1,1,1,0,2
1,9,52,0,0,0,0,0
0,74,18,0,1,1,1,2
0,20,86,1,0,1,0,3
1,53,88,0,2,1,1,2
1,40,4,0,1,1,0,2
1,28,17,0,2,0,0,2
0,20,39,1,2,1,1,2
1,68,53,0,0,1,0,1
0,87,60,0,2,0,1,2
2,20,54,1,1,1,1,2
1,62,3,0,0,0,1,1
2,78,88,1,2,0,0,2
2,11,95,1,1,0,1,2
0,27,92,1,1,0,1,2
0,95,59,1,1,0,1,2
1,12,43,0,1,0,0,2
1,88,75,1,2,1,0,2
1,37,56,1,1,1,0,2
0,89,35,0,1,1,0,2
1,31,69,0,0,1,0,1
0,52,92,1,2,1,0,2
0,10,31,0,0,0,0,1
2,96,30,1,0,1,1,5
0,24,15,0,0,0,1,1
0,52,68,1,2,1,0,2
2,91,90,1,0,1,0,3
1,55,86,1,0,1,0,3
2,83,1,1,2,1,1,2
2,94,6,1,2,0,1,2
0,27,2,0,2,1,0,2
0,88,10,1,1,1,0,2
2,72,3,0,2,1,0,2
0,93,49,1,2,0,1,2
0,13,60,1,2,0,1,2
1,28,91,0,0,1,1,0
1,32,61,1,0,0,0,3
1,28,63,1,0,0,1,0
0,91,54,0,1,1,1,2
1,36,47,0,0,0,1,1
1,1,55,0,1,1,1,4
2,40,59,0,2,0,0,2
2,60,58,1,0,0,1,3
1,45,59,0,2,1,0,2
1,85,54,0,0,0,1,1
1,10,27,1,2,1,1,2
2,90,55,0,0,1,0,1
0,47,29,1,1,1,1,2
2,66,15,0,2,0,0,2
0,81,13,0,1,1,0,2
1,100,97,1,0,1,0,3
0,23,67,0,1,1,1,2
1,14,45,0,1,1,1,2
0,35,93,1,0,0,1,3
1,33,43,0,2,0,1,2
1,3,41,0,1,0,0,2
0,89,3,1,1,1,0,2
0,17,89,1,2,0,1,2
0,23,99,1,1,1,0,2
2,59,23,0,1,0,1,2
1,66,46,0,1,1,1,2
0,28,96,0,1,1,1,2
0,100,97,0,0,0,0,1
1,75,57,0,2,1,1,2
1,54,65,1,1,1,1,2
1,71,42,1,0,0,0,3
0,2,51,0,1,0,0,4
0,57,25,1,2,1,1,2
2,55,11,0,0,0,1,1
1,8,56,0,1,1,0,2
2,53,94,0,0,1,0,1
1,22,77,1,1,0,0,2
2,5,68,0,2,0,1,2
2,66,25,1,2,1,0,2
0,60,25,1,0,0,0,1
2,11,67,1,2,1,1,2
1,74,51,0,0,0,0,1
1,38,30,1,1,1,1,2
1,19,29,1,1,0,0,2
1,44,73,0,0,0,1,1
0,62,37,1,1,1,0,2
0,49,41,1,1,1,0,2
2,22,99,1,0,1,0,0
2,80,12,0,1,1,0,2
1,27,3,0,0,0,0,1
2,14,55,0,1,0,1,2
2,52,57,1,2,0,1,2
0,29,1,0,0,1,1,1
2,64,89,0,0,0,0,1
0,60,74,1,0,0,1,3
1,18,84,1,0,0,1,0
0,90,4,0,2,1,1,2
2,3,90,1,2,0,1,2
0,1,52,1,1,0,0,4
0,98,59,1,1,1,0,2
1,94,19,0,2,0,1,2
2,23,61,1,1,0,0,2
2,87,24,0,2,0,0,2
1,49,16,0,0,0,1,1
0,16,27,0,1,0,0,2
0,60,39,0,2,1,0,2
0,51,19,0,1,0,0,2
0,54,96,1,1,0,0,2
2,8,85,1,1,1,0,2
1,37,86,1,2,1,1,2
2,61,39,1,0,1,1,5
0,13,97,0,2,1,0,2
0,24,52,1,1,1,1,2
0,68,7,0,1,0,1,2
2,57,19,1,0,0,0,1
2,32,53,1,0,1,1,3
0,12,14,0,0,1,1,1
1,7,53,1,0,0,1,0
0,47,75,0,2,0,1,2
1,38,87,1,2,1,0,2
1,67,12,0,1,0,1,2
0,86,13,0,1,1,1,2
2,37,11,1,2,1,0,2
0,53,10,0,1,1,1,2
1,71,46,1,1,0,0,2
0,50,19,0,0,0,0,1
1,13,18,1,1,1,1,2
2,2,13,0,1,0,0,4
1,29,74,0,0,1,1,0
0,24,59,0,0,1,1,1
0,30,100,0,0,1,0,1
1,97,54,0,0,1,0,1
0,18,23,0,0,1,1,1
0,82,24,1,0,0,1,1
2,78,10,1,0,1,0,1
0,58,35,0,1,1,1,2
2,61,2,0,0,1,0,1
0,11,85,0,0,0,0,1
1,57,78,1,0,1,0,3
0,59,35,0,2,1,0,2
0,59,93,1,0,0,1,3
2,35,51,1,2,0,0,2
0,59,45,1,2,0,0,2
2,5,28,1,1,1,1,2
1,42,90,0,0,0,0,1
2,40,39,1,0,0,1,1
0,89,58,1,2,1,1,2
0,54,26,0,0,0,0,1
0,75,30,1,1,0,1,2
1,61,99,0,2,0,1,2
2,42,5,0,2,0,0,2
1,96,51,0,1,1,0,2
0,9,84,0,0,0,1,1
2,33,79,0,1,1,0,2
0,87,32,1,0,0,0,1
2,25,60,1,1,1,0,2
1,47,59,1,1,0,0,2
2,30,52,0,2,0,0,2
2,89,66,1,1,1,0,2
0,50,84,1,1,1,0,2
1,57,28,0,2,0,1,2
0,17,52,0,1,0,1,2
0,7,5,1,0,0,0,1
2,96,37,1,0,1,1,5
2,94,86,1,1,1,1,2
2,43,80,0,2,0,1,2
2,63,0,1,0,1,1,5
2,42,49,0,1,1,1,2
1,57,38,1,0,1,0,1
2,58,93,1,0,1,0,3
2,88,33,0,0,1,0,1
2,87,72,0,0,1,0,1
2,72,98,0,2,0,0,2
2,16,47,0,1,0,1,2
2,93,75,0,1,0,0,2
1,47,47,1,1,0,1,2
1,98,91,1,1,0,1,2
0,36,17,0,0,1,0,1
2,58,48,1,0,0,0,3
2,27,19,0,1,1,1,2
2,46,15,0,2,0,1,2
2,38,33,1,2,1,1,2
1,83,65,1,2,0,1,2
0,60,77,1,2,0,1,2
0,59,9,0,2,0,1,2
2,46,53,1,2,0,1,2
1,60,88,0,0,1,1,1
0,32,28,1,2,1,1,2
2,11,87,0,2,1,0,2
2,19,27,0,2,1,1,2
0,86,89,0,2,0,0,2
1,21,38,1,2,1,1,2
0,38,12,0,2,1,1,2
0,6,37,1,1,0,0,2
1,0,81,0,1,0,1,4
0,16,42,0,1,0,0,2
2,64,94,1,0,0,0,3
2,97,34,0,2,0,1,2
2,80,27,0,0,1,1,5
2,42,65,0,0,0,0,1
1,18,48,1,0,0,1,3
2,68,32,0,1,1,1,2
1,26,79,0,2,0,1,2
2,82,20,1,1,1,0,2
2,33,2,1,2,0,0,2
0,70,19,0,2,0,1,2
1,52,2,1,2,0,0,2
0,28,71,1,2,0,0,2
2,99,12,0,0,0,1,1
1,11,0,1,2,1,1,2
0,55,20,1,2,1,0,2
0,6,75,0,2,0,1,2
1,74,12,0,2,1,1,2
0,99,58,1,1,1,0,2
0,28,5,0,2,0,0,2
2,37,68,1,2,1,1,2
2,45,50,0,0,0,0,1
0,76,11,0,1,0,1,2
1,53,76,0,1,1,1,2
1,77,46,1,2,1,1,2
2,57,87,0,1,0,0,2
0,68,11,1,2,1,1,2
2,91,39,1,0,0,0,1
1,23,35,1,0,0,1,1
0,82,48,1,1,1,1,2
0,88,16,1,2,0,0,2
1,90,61,1,1,1,1,2
2,9,71,0,1,0,1,2
2,95,52,1,2,0,0,2
1,17,3,0,2,1,1,2
2,65,16,0,2,1,1,2
1,5,41,0,2,1,1,2
0,92,55,0,1,0,1,2
0,33,94,1,2,1,1,2
0,33,71,0,1,1,0,2
1,97,80,1,1,1,0,2
1,63,78,1,2,1,1,2
0,98,60,1,0,1,0,3
2,26,51,1,2,0,1,2
0,28,54,0,2,1,0,2
0,5,27,1,2,0,0,2
2,1,97,0,0,1,0,4
1,19,37,1,2,1,0,2
1,91,19,1,1,1,1,2
0,7,23,0,0,0,1,1
0,11,64,1,2,1,0,2
0,67,4,1,1,0,1,2
0,19,75,1,1,1,1,2
0,45,86,1,2,0,1,2
2,60,88,1,0,1,0,3
0,0,66,1,0,0,0,4
0,71,49,0,2,0,0,2
0,28,13,0,0,0,1,1
2,83,69,1,2,0,1,2
1,42,39,1,1,1,0,2
1,73,20,0,1,0,1,2
1,36,85,0,0,0,0,1
0,52,45,1,2,0,0,2
1,39,82,0,1,1,1,2
2,2,66,1,2,1,0,4
1,77,50,1,0,0,0,3
0,65,71,1,1,1,1,2
2,41,13,1,2,1,0,2
0,38,43,1,0,0,0,3
2,13,32,1,2,0,1,2
0,17,66,0,1,0,1,2
2,7,11,0,2,1,1,2
2,22,17,1,0,1,0,1
1,65,36,0,0,1,1,5
0,72,4,0,1,0,0,2
0,63,72,0,1,1,1,2
2,0,92,1,2,0,0,4
2,81,22,0,2,1,0,2
1,55,23,0,0,1,0,1
0,0,5,1,1,1,0,4
1,5,90,1,2,0,1,2
1,63,45,1,1,0,1,2
2,25,45,1,1,0,0,2
1,28,6,1,0,0,0,1
1,15,18,1,0,0,1,1
2,20,72,0,1,0,1,2
2,81,69,1,2,0,1,2
0,58,41,1,1,1,1,2
1,93,83,1,2,1,0,2
2,52,13,1,0,1,1,5
2,7,66,0,0,0,0,0
2,79,32,1,0,0,1,1
1,32,1,0,1,1,1,2
1,33,47,1,0,1,1,3
1,16,38,0,1,1,1,2
2,48,96,0,0,0,1,1
1,44,11,0,2,1,1,2
2,75,0,0,0,0,1,1
0,77,1,1,2,0,1,2
0,34,45,0,2,1,1,2
0,35,8,1,2,1,0,2
2,41,20,1,0,1,1,5
1,6,1,0,0,1,1,1
2,64,83,0,1,1,0,2
0,74,16,0,0,0,1,1
1,74,82,0,2,1,1,2
1,3,33,1,0,0,1,1
1,12,18,1,1,0,1,2
1,13,26,1,0,0,1,1
2,84,1,1,0,0,0,1
2,53,68,0,2,0,0,2
2,64,82,1,2,1,0,2
1,85,79,0,2,1,0,2
1,88,85,1,2,0,1,2
2,71,65,0,2,0,0,2
2,64,39,1,0,1,0,1
1,91,50,1,0,1,0,3
0,29,100,0,1,1,1,2
2,31,4,0,1,1,0,2
1,4,8,0,1,1,0,2
0,37,67,1,0,1,1,3
1,95,53,1,1,0,1,2
1,84,82,1,2,0,0,2
0,12,33,1,2,0,1,2
1,15,30,1,0,0,1,1
1,4,65,0,2,0,0,2
1,52,74,0,1,0,0,2
0,69,51,0,1,1,0,2
1,91,10,1,0,1,1,5
1,34,43,1,2,0,1,2
2,82,85,1,0,1,1,3
1,0,73,0,2,1,1,4
1,32,72,1,0,0,0,3
2,43,46,1,1,1,1,2
2,97,88,1,2,0,0,2
2,23,61,1,2,0,0,2
1,84,75,0,2,1,0,2
1,28,79,1,1,1,0,2
0,56,60,0,2,1,1,2
2,20,16,0,2,1,1,2
1,96,57,0,0,0,0,1
1,42,56,0,2,0,1,2
0,19,22,0,2,1,0,2
2,44,83,1,0,1,1,3
2,27,19,0,0,1,1,1
0,2,4,0,2,0,0,4
0,23,43,1,0,1,1,3
0,65,37,1,0,0,0,1
1,36,56,1,2,1,0,2
2,89,98,1,0,1,1,3
1,27,5,1,1,0,1,2
2,49,59,1,2,1,0,2
2,88,77,0,1,1,1,2
1,67,55,1,1,0,0,2
0,67,80,0,2,0,0,2
1,53,20,1,0,0,0,1
0,59,93,0,1,1,0,2
1,85,52,0,0,0,0,1
2,100,90,0,2,0,1,2
2,67,81,1,1,1,0,2
0,81,21,1,0,0,1,1
1,90,71,1,1,1,0,2
0,97,10,0,1,1,0,2
1,17,67,0,1,0,0,2
1,34,2,1,2,1,1,2
0,64,55,1,1,0,0,2
1,70,42,1,2,0,0,2
1,29,86,0,0,1,0,0
1,94,97,0,2,1,1,2
0,90,42,0,1,0,0,2
2,41,91,0,0,1,1,1
2,91,43,1,2,1,0,2
0,26,97,1,1,1,0,2
2,77,16,0,1,1,1,2
0,31,66,1,0,1,1,3
1,62,100,0,0,0,1,1
1,39,3,1,1,0,0,2
2,66,34,0,1,1,0,2
2,64,94,0,2,1,0,2
1,83,59,0,0,1,1,5
0,4,71,0,2,0,1,2
1,63,58,1,1,0,1,2
1,44,48,0,0,0,0,1
0,89,50,1,1,0,1,2
0,40,63,0,0,0,1,1
2,75,78,0,1,0,1,2
0,97,89,0,1,1,0,2
2,10,13,0,0,1,0,1
1,88,46,0,2,0,0,2
0,78,30,1,1,1,0,2
0,62,100,1,1,0,0,2
1,55,49,1,1,1,1,2
1,56,95,1,1,0,0,2
1,21,64,1,0,1,0,0
1,35,49,1,0,0,0,3
1,7,54,0,0,1,1,0
1,52,50,0,2,0,1,2
2,81,41,1,0,1,1,3
0,19,31,1,1,1,1,2
2,27,57,0,2,0,0,2
1,39,43,1,1,1,0,2
0,14,63,0,2,1,0,2
0,66,96,0,0,1,1,1
0,73,8,0,1,1,0,2
2,21,94,0,1,0,1,2
2,85,42,1,0,0,1,3
0,72,38,0,1,0,1,2
0,55,94,0,1,1,1,2
1,27,77,1,2,1,1,2
1,81,86,0,1,1,1,2
0,87,39,0,2,0,0,2
1,12,12,0,1,1,0,2
1,4,16,0,2,1,1,2
1,81,58,1,1,1,0,2
1,3,1,1,1,1,1,2
2,24,90,1,0,0,1,0
0,9,97,1,0,1,0,3
0,94,80,1,2,0,0,2
1,68,38,1,0,1,0,1
0,84,86,0,0,1,0,1
1,65,32,0,0,1,1,5
2,3,79,0,2,1,0,2
1,47,11,1,0,0,1,1
1,4,36,0,1,0,0,2
2,94,77,0,0,1,0,1
1,94,41,0,1,0,0,2
2,36,75,1,0,0,1,3
0,40,37,1,2,1,0,2
0,55,81,0,1,1,1,2
0,38,61,1,1,1,0,2
2,84,75,0,0,1,0,1
0,24,89,1,1,0,1,2
2,35,27,0,0,0,1,1
2,4,11,1,1,1,0,2
0,12,94,0,1,1,1,2
1,44,57,0,0,1,0,1
2,50,72,1,2,1,0,2
2,11,32,0,2,1,1,2
0,91,2,1,1,0,0,2
0,31,39,1,0,1,0,1
2,50,26,0,2,0,0,2
1,14,35,0,2,1,1,2
1,84,21,0,0,1,0,1
1,77,5,1,0,1,1,5
0,63,5,0,1,0,0,2
0,88,70,1,2,1,0,2
0,14,10,0,1,0,0,2
0,52,18,0,0,1,1,5
2,99,46,1,2,0,0,2
1,61,86,0,2,1,1,2
2,83,87,0,2,0,0,2
2,73,97,0,2,1,0,2
0,38,46,1,0,0,0,3
2,16,57,1,2,1,0,2
1,17,37,0,2,0,1,2
0,64,60,0,2,1,1,2
1,54,48,0,0,0,1,1
2,59,78,1,2,0,0,2
2,25,49,0,0,0,1,1
1,51,31,0,2,1,0,2
1,16,84,0,1,1,1,2
1,13,14,0,0,1,0,1
1,71,7,0,2,1,0,2
0,81,31,1,0,0,1,1
0,5,98,1,2,0,0,2
2,82,9,0,0,1,1,5
1,5,47,0,2,0,0,2
1,35,50,0,0,1,0,1
1,44,67,0,2,0,0,2
1,78,58,1,0,0,1,3
2,35,13,1,2,0,0,2
0,76,54,1,0,0,0,3
0,23,7,1,1,0,1,2
0,69,1,1,2,0,0,2
2,2,35,1,1,1,1,4
2,79,89,0,2,0,0,2
2,65,100,1,0,0,1,3
2,6,5,1,0,0,0,1
1,45,61,1,0,1,0,3
1,57,60,0,1,1,0,2
1,80,75,0,2,1,0,2
1,59,63,1,2,0,0,2
2,91,74,0,1,0,1,2
1,15,94,0,0,0,0,0
2,54,23,0,1,1,0,2
2,73,96,0,0,1,0,1
1,12,7,0,0,1,1,1
2,67,50,1,1,1,0,2
0,14,75,1,1,0,0,2
1,90,47,1,1,0,1,2
1,25,8,0,2,0,0,2
0,65,68,1,1,1,0,2
2,37,26,1,2,0,0,2
2,24,2,0,1,1,1,2
2,45,68,0,0,1,0,1
1,34,4,1,2,1,0,2
2,69,26,1,0,1,0,1
2,77,15,0,2,0,1,2
2,90,62,1,1,0,0,2
0,92,10,1,2,1,0,2
0,59,81,1,1,1,0,2
0,87,79,1,0,1,1,3
2,26,53,0,1,1,0,2
0,90,33,0,0,1,0,1
2,52,55,0,1,1,0,2
1,83,94,1,0,1,1,3
1,89,27,0,0,0,1,1
1,70,74,1,1,1,0,2
2,60,13,0,2,1,0,2
1,30,67,1,2,1,1,2
0,82,41,1,0,1,0,3
2,57,63,0,1,0,1,2
2,44,27,0,2,1,1,2
0,96,43,0,2,0,0,2
2,77,73,0,0,0,1,1
0,34,55,0,0,0,1,1
2,83,4,0,0,1,0,1
2,66,78,0,0,0,1,1
0,57,9,0,1,1,0,2
1,91,68,1,2,0,1,2
0,0,97,0,2,1,1,4
1,84,25,1,0,1,1,5
1,75,16,0,0,1,1,5
2,98,53,0,1,1,1,2
0,28,25,0,2,0,0,2
0,64,68,1,1,0,0,2
1,69,35,1,2,0,1,2
2,87,40,0,2,0,0,2
2,54,78,1,2,0,1,2
1,16,67,0,0,1,1,0
1,3,74,1,1,0,1,2
2,42,18,1,0,1,0,1
2,61,57,0,2,0,1,2
2,53,73,0,1,0,1,2
2,31,24,0,0,1,0,1
1,44,81,0,1,1,0,2
2,14,73,1,2,1,1,2
2,17,44,1,2,1,0,2
2,54,75,0,1,1,0,2
0,27,93,0,1,0,1,2
1,10,12,1,0,1,0,1
2,58,29,1,2,0,1,2
0,98,31,1,0,0,0,1
1,6,25,0,0,0,1,1
1,58,24,1,1,1,0,2
1,56,50,1,1,1,1,2
1,55,51,0,1,0,0,2
0,40,86,0,0,0,0,1
2,59,36,0,1,0,1,2
1,50,42,0,1,1,1,2
2,51,38,0,0,0,0,1
2,46,18,0,0,0,1,1
0,32,41,1,1,1,0,2
0,49,59,1,1,1,1,2
1,39,62,1,1,0,0,2
1,73,32,0,1,1,1,2
2,47,11,1,0,0,0,1
1,22,56,0,1,0,1,2
2,57,42,0,1,0,1,2
1,13,68,0,2,1,0,2
1,100,24,0,0,0,1,1
1,63,86,0,0,0,0,1
2,81,33,0,0,0,0,1
2,92,48,1,2,1,1,2
1,24,10,1,0,0,1,1
0,46,90,1,1,0,0,2
2,11,87,0,0,1,0,0
2,8,6,1,1,0,1,2
2,64,48,1,2,1,1,2
2,42,72,1,2,0,0,2
1,30,1,0,0,0,1,1
0,62,93,0,1,1,0,2
2,59,40,0,0,1,0,1
2,17,21,1,0,0,1,1
1,56,8,0,1,0,1,2
0,78,83,0,2,0,1,2
0,79,36,0,2,1,0,2
0,89,39,0,0,0,1,1
1,4,71,1,0,0,0,0
2,44,15,1,0,1,0,1
0,74,19,0,0,1,1,5
0,43,57,1,2,1,1,2
1,46,38,0,0,1,0,1
2,8,80,0,2,1,1,2
2,59,87,0,0,1,1,1
2,91,32,0,1,0,0,2
2,28,77,0,2,1,1,2
0,64,41,0,2,0,1,2
2,30,44,1,1,0,0,2
2,87,71,1,0,1,1,3
0,6,83,1,1,1,0,2
1,64,0,0,2,1,1,2
1,0,76,1,1,0,0,4
2,38,21,0,1,0,0,2
2,50,51,1,1,0,1,2
0,77,95,1,1,1,1,2
2,5,25,1,2,0,0,2
1,16,59,1,0,0,1,0
0,48,64,0,1,0,1,2
2,61,79,1,0,0,0,3
0,11,10,1,2,1,1,2
2,29,91,1,0,0,1,0
0,13,85,0,2,0,1,2
1,19,71,0,0,1,1,0
1,20,95,1,1,1,1,2
0,80,66,0,1,1,1,2
0,83,31,0,2,0,1,2
0,69,75,1,0,0,1,3
0,91,79,0,2,0,0,2
2,88,13,1,0,0,1,1
0,4,91,1,2,1,1,2
1,16,57,0,2,0,0,2
0,34,37,1,0,1,1,1
0,46,72,1,0,1,0,3
2,94,58,0,1,0,1,2
1,55,59,1,0,1,1,3
0,14,8,1,1,1,1,2
0,43,5,0,2,1,1,2
2,64,99,0,2,1,0,2
2,53,66,1,0,0,0,3
1,10,92,0,0,0,0,0
0,76,21,1,2,1,1,2
1,49,64,1,0,0,0,3
2,80,31,0,1,0,0,2
0,10,73,0,1,0,0,2
1,76,60,0,2,1,1,2
1,86,58,0,2,1,0,2
0,99,25,0,2,0,1,2
2,11,68,0,0,1,0,0
0,88,32,1,1,0,0,2
1,0,20,0,2,1,1,4
0,5,17,0,2,1,1,2
1,82,34,0,1,1,0,2
2,57,20,0,2,0,0,2
0,3,12,0,0,0,0,1
2,27,7,0,0,1,1,1
1,66,48,1,0,0,1,3
0,89,17,0,2,0,0,2
1,56,49,1,2,1,0,2
1,60,59,1,2,0,0,2
0,31,13,0,2,0,0,2
2,45,74,0,2,1,0,2
1,63,24,1,2,1,0,2
1,71,87,0,0,1,0,1
2,15,24,0,2,1,1,2
1,55,20,1,2,0,0,2
0,0,97,0,2,0,0,4
2,45,46,1,2,1,0,2
2,71,64,0,2,0,1,2
2,10,10,1,2,1,1,2
1,62,85,1,1,1,0,2
1,69,29,1,0,0,0,1
2,21,27,0,2,0,0,2
0,79,0,1,1,1,0,2
2,90,19,1,2,1,1,2
1,26,16,1,0,0,1,1
2,100,41,1,1,0,0,2
1,0,64,0,2,1,0,4
0,79,70,0,0,0,1,1
1,25,57,1,0,1,0,0
0,98,33,0,1,0,1,2
1,65,55,1,2,0,1,2
2,73,14,0,1,1,1,2
0,26,88,0,1,1,0,2
1,65,25,0,2,0,1,2
1,12,62,0,2,0,1,2
2,31,53,1,1,0,1,2
2,89,37,1,1,0,0,2
2,5,89,1,0,1,0,0
2,50,9,1,0,0,1,1
2,40,5,1,2,0,1,2
0,22,67,0,0,1,1,1
0,62,12,0,2,0,1,2
0,76,50,0,0,0,1,1
0,24,45,1,2,1,0,2
